País de Nacimiento,Español/Extranjero,Sexo,Año,Total
República Checa,Nacionalidad Española,Ambos sexos,2002,335
República Checa,Nacionalidad Española,Ambos sexos,2001,307
República Checa,Nacionalidad Española,Ambos sexos,2000,282
República Checa,Nacionalidad Española,Ambos sexos,1999,156
República Checa,Nacionalidad Española,Ambos sexos,1998,253
República Checa,Nacionalidad Española,Hombres,2022,286
República Checa,Nacionalidad Española,Hombres,2021,263
República Checa,Nacionalidad Española,Hombres,2020,237
República Checa,Nacionalidad Española,Hombres,2019,220
República Checa,Nacionalidad Española,Hombres,2018,208
República Checa,Nacionalidad Española,Hombres,2017,195
República Checa,Nacionalidad Española,Hombres,2016,182
República Checa,Nacionalidad Española,Hombres,2015,166
República Checa,Nacionalidad Española,Hombres,2014,155
República Checa,Nacionalidad Española,Hombres,2013,156
República Checa,Nacionalidad Española,Hombres,2012,157
República Checa,Nacionalidad Española,Hombres,2011,159
República Checa,Nacionalidad Española,Hombres,2010,143
República Checa,Nacionalidad Española,Hombres,2009,137
República Checa,Nacionalidad Española,Hombres,2008,131
República Checa,Nacionalidad Española,Hombres,2007,136
República Checa,Nacionalidad Española,Hombres,2006,131
República Checa,Nacionalidad Española,Hombres,2005,138
República Checa,Nacionalidad Española,Hombres,2004,155
República Checa,Nacionalidad Española,Hombres,2003,140
República Checa,Nacionalidad Española,Hombres,2002,135
República Checa,Nacionalidad Española,Hombres,2001,116
República Checa,Nacionalidad Española,Hombres,2000,101
República Checa,Nacionalidad Española,Hombres,1999,59
República Checa,Nacionalidad Española,Hombres,1998,88
República Checa,Nacionalidad Española,Mujeres,2022,371
República Checa,Nacionalidad Española,Mujeres,2021,352
República Checa,Nacionalidad Española,Mujeres,2020,339
República Checa,Nacionalidad Española,Mujeres,2019,318
República Checa,Nacionalidad Española,Mujeres,2018,310
República Checa,Nacionalidad Española,Mujeres,2017,299
República Checa,Nacionalidad Española,Mujeres,2016,291
República Checa,Nacionalidad Española,Mujeres,2015,279
República Checa,Nacionalidad Española,Mujeres,2014,265
República Checa,Nacionalidad Española,Mujeres,2013,250
República Checa,Nacionalidad Española,Mujeres,2012,252
República Checa,Nacionalidad Española,Mujeres,2011,249
República Checa,Nacionalidad Española,Mujeres,2010,235
República Checa,Nacionalidad Española,Mujeres,2009,228
República Checa,Nacionalidad Española,Mujeres,2008,228
República Checa,Nacionalidad Española,Mujeres,2007,222
República Checa,Nacionalidad Española,Mujeres,2006,218
República Checa,Nacionalidad Española,Mujeres,2005,229
República Checa,Nacionalidad Española,Mujeres,2004,221
República Checa,Nacionalidad Española,Mujeres,2003,209
República Checa,Nacionalidad Española,Mujeres,2002,200
República Checa,Nacionalidad Española,Mujeres,2001,191
República Checa,Nacionalidad Española,Mujeres,2000,181
República Checa,Nacionalidad Española,Mujeres,1999,97
República Checa,Nacionalidad Española,Mujeres,1998,166
República Checa,Nacionalidad Extranjera,Ambos sexos,2022,6.732
República Checa,Nacionalidad Extranjera,Ambos sexos,2021,6.584
República Checa,Nacionalidad Extranjera,Ambos sexos,2020,6.822
República Checa,Nacionalidad Extranjera,Ambos sexos,2019,6.632
República Checa,Nacionalidad Extranjera,Ambos sexos,2018,6.474
República Checa,Nacionalidad Extranjera,Ambos sexos,2017,6.549
República Checa,Nacionalidad Extranjera,Ambos sexos,2016,7.056
República Checa,Nacionalidad Extranjera,Ambos sexos,2015,7.519
República Checa,Nacionalidad Extranjera,Ambos sexos,2014,7.982
República Checa,Nacionalidad Extranjera,Ambos sexos,2013,8.982
República Checa,Nacionalidad Extranjera,Ambos sexos,2012,9.358
República Checa,Nacionalidad Extranjera,Ambos sexos,2011,9.106
República Checa,Nacionalidad Extranjera,Ambos sexos,2010,9.067
República Checa,Nacionalidad Extranjera,Ambos sexos,2009,8.688
República Checa,Nacionalidad Extranjera,Ambos sexos,2008,7.964
República Checa,Nacionalidad Extranjera,Ambos sexos,2007,6.558
República Checa,Nacionalidad Extranjera,Ambos sexos,2006,5.305
República Checa,Nacionalidad Extranjera,Ambos sexos,2005,4.310
República Checa,Nacionalidad Extranjera,Ambos sexos,2004,3.408
República Checa,Nacionalidad Extranjera,Ambos sexos,2003,3.338
República Checa,Nacionalidad Extranjera,Ambos sexos,2002,2.588
República Checa,Nacionalidad Extranjera,Ambos sexos,2001,1.870
República Checa,Nacionalidad Extranjera,Ambos sexos,2000,1.180
República Checa,Nacionalidad Extranjera,Ambos sexos,1999,585
República Checa,Nacionalidad Extranjera,Ambos sexos,1998,726
República Checa,Nacionalidad Extranjera,Hombres,2022,2.414
República Checa,Nacionalidad Extranjera,Hombres,2021,2.330
República Checa,Nacionalidad Extranjera,Hombres,2020,2.393
República Checa,Nacionalidad Extranjera,Hombres,2019,2.306
República Checa,Nacionalidad Extranjera,Hombres,2018,2.282
República Checa,Nacionalidad Extranjera,Hombres,2017,2.296
República Checa,Nacionalidad Extranjera,Hombres,2016,2.579
República Checa,Nacionalidad Extranjera,Hombres,2015,2.863
República Checa,Nacionalidad Extranjera,Hombres,2014,3.127
República Checa,Nacionalidad Extranjera,Hombres,2013,3.670
República Checa,Nacionalidad Extranjera,Hombres,2012,3.940
República Checa,Nacionalidad Extranjera,Hombres,2011,3.907
República Checa,Nacionalidad Extranjera,Hombres,2010,3.980
República Checa,Nacionalidad Extranjera,Hombres,2009,3.872
República Checa,Nacionalidad Extranjera,Hombres,2008,3.549
República Checa,Nacionalidad Extranjera,Hombres,2007,2.807
República Checa,Nacionalidad Extranjera,Hombres,2006,2.147
República Checa,Nacionalidad Extranjera,Hombres,2005,1.702
República Checa,Nacionalidad Extranjera,Hombres,2004,1.335
República Checa,Nacionalidad Extranjera,Hombres,2003,1.343
República Checa,Nacionalidad Extranjera,Hombres,2002,1.036
República Checa,Nacionalidad Extranjera,Hombres,2001,746
República Checa,Nacionalidad Extranjera,Hombres,2000,446
República Checa,Nacionalidad Extranjera,Hombres,1999,250
República Checa,Nacionalidad Extranjera,Hombres,1998,314
República Checa,Nacionalidad Extranjera,Mujeres,2022,4.318
República Checa,Nacionalidad Extranjera,Mujeres,2021,4.254
República Checa,Nacionalidad Extranjera,Mujeres,2020,4.429
República Checa,Nacionalidad Extranjera,Mujeres,2019,4.326
República Checa,Nacionalidad Extranjera,Mujeres,2018,4.192
República Checa,Nacionalidad Extranjera,Mujeres,2017,4.253
República Checa,Nacionalidad Extranjera,Mujeres,2016,4.477
República Checa,Nacionalidad Extranjera,Mujeres,2015,4.656
República Checa,Nacionalidad Extranjera,Mujeres,2014,4.855
República Checa,Nacionalidad Extranjera,Mujeres,2013,5.312
República Checa,Nacionalidad Extranjera,Mujeres,2012,5.418
República Checa,Nacionalidad Extranjera,Mujeres,2011,5.199
República Checa,Nacionalidad Extranjera,Mujeres,2010,5.087
República Checa,Nacionalidad Extranjera,Mujeres,2009,4.816
República Checa,Nacionalidad Extranjera,Mujeres,2008,4.415
República Checa,Nacionalidad Extranjera,Mujeres,2007,3.751
República Checa,Nacionalidad Extranjera,Mujeres,2006,3.158
República Checa,Nacionalidad Extranjera,Mujeres,2005,2.608
República Checa,Nacionalidad Extranjera,Mujeres,2004,2.073
República Checa,Nacionalidad Extranjera,Mujeres,2003,1.995
República Checa,Nacionalidad Extranjera,Mujeres,2002,1.551
República Checa,Nacionalidad Extranjera,Mujeres,2001,1.124
República Checa,Nacionalidad Extranjera,Mujeres,2000,733
República Checa,Nacionalidad Extranjera,Mujeres,1999,335
República Checa,Nacionalidad Extranjera,Mujeres,1998,411
República Eslovaca,TOTAL,Ambos sexos,2022,5.674
República Eslovaca,TOTAL,Ambos sexos,2021,5.551
República Eslovaca,TOTAL,Ambos sexos,2020,5.736
República Eslovaca,TOTAL,Ambos sexos,2019,5.699
República Eslovaca,TOTAL,Ambos sexos,2018,5.553
República Eslovaca,TOTAL,Ambos sexos,2017,5.593
República Eslovaca,TOTAL,Ambos sexos,2016,5.952
República Eslovaca,TOTAL,Ambos sexos,2015,6.422
República Eslovaca,TOTAL,Ambos sexos,2014,6.968
República Eslovaca,TOTAL,Ambos sexos,2013,7.901
República Eslovaca,TOTAL,Ambos sexos,2012,8.204
República Eslovaca,TOTAL,Ambos sexos,2011,8.015
República Eslovaca,TOTAL,Ambos sexos,2010,7.971
República Eslovaca,TOTAL,Ambos sexos,2009,7.884
República Eslovaca,TOTAL,Ambos sexos,2008,7.315
República Eslovaca,TOTAL,Ambos sexos,2007,5.783
República Eslovaca,TOTAL,Ambos sexos,2006,4.428
República Eslovaca,TOTAL,Ambos sexos,2005,3.511
República Eslovaca,TOTAL,Ambos sexos,2004,2.477
República Eslovaca,TOTAL,Ambos sexos,2003,2.181
República Eslovaca,TOTAL,Ambos sexos,2002,1.517
República Eslovaca,TOTAL,Ambos sexos,2001,926
República Eslovaca,TOTAL,Ambos sexos,2000,361
República Eslovaca,TOTAL,Ambos sexos,1999,257
República Eslovaca,TOTAL,Ambos sexos,1998,159
República Eslovaca,TOTAL,Hombres,2022,1.890
República Eslovaca,TOTAL,Hombres,2021,1.832
República Eslovaca,TOTAL,Hombres,2020,1.910
República Eslovaca,TOTAL,Hombres,2019,1.902
República Eslovaca,TOTAL,Hombres,2018,1.882
República Eslovaca,TOTAL,Hombres,2017,1.971
República Eslovaca,TOTAL,Hombres,2016,2.187
República Eslovaca,TOTAL,Hombres,2015,2.451
República Eslovaca,TOTAL,Hombres,2014,2.819
República Eslovaca,TOTAL,Hombres,2013,3.448
República Eslovaca,TOTAL,Hombres,2012,3.728
República Eslovaca,TOTAL,Hombres,2011,3.712
República Eslovaca,TOTAL,Hombres,2010,3.773
República Eslovaca,TOTAL,Hombres,2009,3.811
República Eslovaca,TOTAL,Hombres,2008,3.628
República Eslovaca,TOTAL,Hombres,2007,2.817
República Eslovaca,TOTAL,Hombres,2006,2.046
República Eslovaca,TOTAL,Hombres,2005,1.605
República Eslovaca,TOTAL,Hombres,2004,1.081
República Eslovaca,TOTAL,Hombres,2003,979
República Eslovaca,TOTAL,Hombres,2002,685
República Eslovaca,TOTAL,Hombres,2001,418
República Eslovaca,TOTAL,Hombres,2000,167
República Eslovaca,TOTAL,Hombres,1999,120
República Eslovaca,TOTAL,Hombres,1998,77
República Eslovaca,TOTAL,Mujeres,2022,3.784
República Eslovaca,TOTAL,Mujeres,2021,3.719
República Eslovaca,TOTAL,Mujeres,2020,3.826
República Eslovaca,TOTAL,Mujeres,2019,3.797
República Eslovaca,TOTAL,Mujeres,2018,3.671
República Eslovaca,TOTAL,Mujeres,2017,3.622
República Eslovaca,TOTAL,Mujeres,2016,3.765
República Eslovaca,TOTAL,Mujeres,2015,3.971
República Eslovaca,TOTAL,Mujeres,2014,4.149
República Eslovaca,TOTAL,Mujeres,2013,4.453
República Eslovaca,TOTAL,Mujeres,2012,4.476
República Eslovaca,TOTAL,Mujeres,2011,4.303
República Eslovaca,TOTAL,Mujeres,2010,4.198
República Eslovaca,TOTAL,Mujeres,2009,4.073
República Eslovaca,TOTAL,Mujeres,2008,3.687
República Eslovaca,TOTAL,Mujeres,2007,2.966
República Eslovaca,TOTAL,Mujeres,2006,2.382
República Eslovaca,TOTAL,Mujeres,2005,1.906
República Eslovaca,TOTAL,Mujeres,2004,1.396
República Eslovaca,TOTAL,Mujeres,2003,1.202
República Eslovaca,TOTAL,Mujeres,2002,832
República Eslovaca,TOTAL,Mujeres,2001,508
República Eslovaca,TOTAL,Mujeres,2000,194
República Eslovaca,TOTAL,Mujeres,1999,137
República Eslovaca,TOTAL,Mujeres,1998,81
República Eslovaca,Nacionalidad Española,Ambos sexos,2022,265
República Eslovaca,Nacionalidad Española,Ambos sexos,2021,242
República Eslovaca,Nacionalidad Española,Ambos sexos,2020,233
República Eslovaca,Nacionalidad Española,Ambos sexos,2019,219
República Eslovaca,Nacionalidad Española,Ambos sexos,2018,215
República Eslovaca,Nacionalidad Española,Ambos sexos,2017,205
República Eslovaca,Nacionalidad Española,Ambos sexos,2016,196
República Eslovaca,Nacionalidad Española,Ambos sexos,2015,192
República Eslovaca,Nacionalidad Española,Ambos sexos,2014,176
República Eslovaca,Nacionalidad Española,Ambos sexos,2013,168
República Eslovaca,Nacionalidad Española,Ambos sexos,2012,165
República Eslovaca,Nacionalidad Española,Ambos sexos,2011,159
República Eslovaca,Nacionalidad Española,Ambos sexos,2010,145
República Eslovaca,Nacionalidad Española,Ambos sexos,2009,138
República Eslovaca,Nacionalidad Española,Ambos sexos,2008,120
República Eslovaca,Nacionalidad Española,Ambos sexos,2007,110
República Eslovaca,Nacionalidad Española,Ambos sexos,2006,86
República Eslovaca,Nacionalidad Española,Ambos sexos,2005,106
República Eslovaca,Nacionalidad Española,Ambos sexos,2004,90
República Eslovaca,Nacionalidad Española,Ambos sexos,2003,83
República Eslovaca,Nacionalidad Española,Ambos sexos,2002,75
República Eslovaca,Nacionalidad Española,Ambos sexos,2001,65
República Eslovaca,Nacionalidad Española,Ambos sexos,2000,44
República Eslovaca,Nacionalidad Española,Ambos sexos,1999,50
República Eslovaca,Nacionalidad Española,Ambos sexos,1998,23
República Eslovaca,Nacionalidad Española,Hombres,2022,88
República Eslovaca,Nacionalidad Española,Hombres,2021,81
República Eslovaca,Nacionalidad Española,Hombres,2020,82
República Eslovaca,Nacionalidad Española,Hombres,2019,75
República Eslovaca,Nacionalidad Española,Hombres,2018,76
República Eslovaca,Nacionalidad Española,Hombres,2017,71
República Eslovaca,Nacionalidad Española,Hombres,2016,67
República Eslovaca,Nacionalidad Española,Hombres,2015,69
República Eslovaca,Nacionalidad Española,Hombres,2014,66
República Eslovaca,Nacionalidad Española,Hombres,2013,62
República Eslovaca,Nacionalidad Española,Hombres,2012,60
República Eslovaca,Nacionalidad Española,Hombres,2011,62
República Eslovaca,Nacionalidad Española,Hombres,2010,56
República Eslovaca,Nacionalidad Española,Hombres,2009,53
República Eslovaca,Nacionalidad Española,Hombres,2008,46
República Eslovaca,Nacionalidad Española,Hombres,2007,42
República Eslovaca,Nacionalidad Española,Hombres,2006,34
República Eslovaca,Nacionalidad Española,Hombres,2005,53
República Eslovaca,Nacionalidad Española,Hombres,2004,44
República Eslovaca,Nacionalidad Española,Hombres,2003,42
República Eslovaca,Nacionalidad Española,Hombres,2002,36
República Eslovaca,Nacionalidad Española,Hombres,2001,38
República Eslovaca,Nacionalidad Española,Hombres,2000,20
República Eslovaca,Nacionalidad Española,Hombres,1999,24
República Eslovaca,Nacionalidad Española,Hombres,1998,7
República Eslovaca,Nacionalidad Española,Mujeres,2022,177
República Eslovaca,Nacionalidad Española,Mujeres,2021,161
República Eslovaca,Nacionalidad Española,Mujeres,2020,151
República Eslovaca,Nacionalidad Española,Mujeres,2019,144
República Eslovaca,Nacionalidad Española,Mujeres,2018,139
República Eslovaca,Nacionalidad Española,Mujeres,2017,134
República Eslovaca,Nacionalidad Española,Mujeres,2016,129
República Eslovaca,Nacionalidad Española,Mujeres,2015,123
República Eslovaca,Nacionalidad Española,Mujeres,2014,110
República Eslovaca,Nacionalidad Española,Mujeres,2013,106
República Eslovaca,Nacionalidad Española,Mujeres,2012,105
República Eslovaca,Nacionalidad Española,Mujeres,2011,97
República Eslovaca,Nacionalidad Española,Mujeres,2010,89
República Eslovaca,Nacionalidad Española,Mujeres,2009,85
República Eslovaca,Nacionalidad Española,Mujeres,2008,74
República Eslovaca,Nacionalidad Española,Mujeres,2007,68
República Eslovaca,Nacionalidad Española,Mujeres,2006,52
República Eslovaca,Nacionalidad Española,Mujeres,2005,53
República Eslovaca,Nacionalidad Española,Mujeres,2004,46
República Eslovaca,Nacionalidad Española,Mujeres,2003,41
República Eslovaca,Nacionalidad Española,Mujeres,2002,39
República Eslovaca,Nacionalidad Española,Mujeres,2001,27
República Eslovaca,Nacionalidad Española,Mujeres,2000,24
República Eslovaca,Nacionalidad Española,Mujeres,1999,26
República Eslovaca,Nacionalidad Española,Mujeres,1998,16
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2022,5.409
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2021,5.309
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2020,5.503
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2019,5.480
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2018,5.338
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2017,5.388
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2016,5.756
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2015,6.230
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2014,6.792
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2013,7.733
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2012,8.039
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2011,7.856
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2010,7.826
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2009,7.746
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2008,7.195
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2007,5.673
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2006,4.342
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2005,3.405
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2004,2.387
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2003,2.098
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2002,1.442
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2001,861
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,2000,317
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,1999,207
República Eslovaca,Nacionalidad Extranjera,Ambos sexos,1998,136
República Eslovaca,Nacionalidad Extranjera,Hombres,2022,1.802
República Eslovaca,Nacionalidad Extranjera,Hombres,2021,1.751
República Eslovaca,Nacionalidad Extranjera,Hombres,2020,1.828
República Eslovaca,Nacionalidad Extranjera,Hombres,2019,1.827
República Eslovaca,Nacionalidad Extranjera,Hombres,2018,1.806
República Eslovaca,Nacionalidad Extranjera,Hombres,2017,1.900
República Eslovaca,Nacionalidad Extranjera,Hombres,2016,2.120
República Eslovaca,Nacionalidad Extranjera,Hombres,2015,2.382
República Eslovaca,Nacionalidad Extranjera,Hombres,2014,2.753
República Eslovaca,Nacionalidad Extranjera,Hombres,2013,3.386
República Eslovaca,Nacionalidad Extranjera,Hombres,2012,3.668
República Eslovaca,Nacionalidad Extranjera,Hombres,2011,3.650
República Eslovaca,Nacionalidad Extranjera,Hombres,2010,3.717
República Eslovaca,Nacionalidad Extranjera,Hombres,2009,3.758
República Eslovaca,Nacionalidad Extranjera,Hombres,2008,3.582
República Eslovaca,Nacionalidad Extranjera,Hombres,2007,2.775
República Eslovaca,Nacionalidad Extranjera,Hombres,2006,2.012
República Eslovaca,Nacionalidad Extranjera,Hombres,2005,1.552
República Eslovaca,Nacionalidad Extranjera,Hombres,2004,1.037
República Eslovaca,Nacionalidad Extranjera,Hombres,2003,937
República Eslovaca,Nacionalidad Extranjera,Hombres,2002,649
República Eslovaca,Nacionalidad Extranjera,Hombres,2001,380
República Eslovaca,Nacionalidad Extranjera,Hombres,2000,147
República Eslovaca,Nacionalidad Extranjera,Hombres,1999,96
República Eslovaca,Nacionalidad Extranjera,Hombres,1998,70
República Eslovaca,Nacionalidad Extranjera,Mujeres,2022,3.607
República Eslovaca,Nacionalidad Extranjera,Mujeres,2021,3.558
República Eslovaca,Nacionalidad Extranjera,Mujeres,2020,3.675
República Eslovaca,Nacionalidad Extranjera,Mujeres,2019,3.653
República Eslovaca,Nacionalidad Extranjera,Mujeres,2018,3.532
República Eslovaca,Nacionalidad Extranjera,Mujeres,2017,3.488
República Eslovaca,Nacionalidad Extranjera,Mujeres,2016,3.636
República Eslovaca,Nacionalidad Extranjera,Mujeres,2015,3.848
República Eslovaca,Nacionalidad Extranjera,Mujeres,2014,4.039
República Eslovaca,Nacionalidad Extranjera,Mujeres,2013,4.347
República Eslovaca,Nacionalidad Extranjera,Mujeres,2012,4.371
República Eslovaca,Nacionalidad Extranjera,Mujeres,2011,4.206
República Eslovaca,Nacionalidad Extranjera,Mujeres,2010,4.109
República Eslovaca,Nacionalidad Extranjera,Mujeres,2009,3.988
República Eslovaca,Nacionalidad Extranjera,Mujeres,2008,3.613
República Eslovaca,Nacionalidad Extranjera,Mujeres,2007,2.898
República Eslovaca,Nacionalidad Extranjera,Mujeres,2006,2.330
República Eslovaca,Nacionalidad Extranjera,Mujeres,2005,1.853
República Eslovaca,Nacionalidad Extranjera,Mujeres,2004,1.350
República Eslovaca,Nacionalidad Extranjera,Mujeres,2003,1.161
República Eslovaca,Nacionalidad Extranjera,Mujeres,2002,793
República Eslovaca,Nacionalidad Extranjera,Mujeres,2001,481
República Eslovaca,Nacionalidad Extranjera,Mujeres,2000,170
República Eslovaca,Nacionalidad Extranjera,Mujeres,1999,111
República Eslovaca,Nacionalidad Extranjera,Mujeres,1998,65
Rumanía,TOTAL,Ambos sexos,2022,539.418
Rumanía,TOTAL,Ambos sexos,2021,556.204
Rumanía,TOTAL,Ambos sexos,2020,578.228
Rumanía,TOTAL,Ambos sexos,2019,585.493
Rumanía,TOTAL,Ambos sexos,2018,593.532
